Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
5540	-108.8552017	2.899338245	-46.53842926	4.527185411e-003
5541	-111.4881592	2.90120244	-39.90243912	4.486033959e-003
5542	-96.73031616	2.148551226	45.02741241	4.729040938e-003
5543	-93.98945618	2.263599157	54.34500885	4.775651632e-003
5544	-113.4170761	2.620801687	-13.2569046	4.480064945e-003
5545	-113.1688156	2.56145215	-4.900176525	4.491218078e-003
5546	81.6160202	2.178374767	-69.48065948	1.891605825e-002
5547	84.63709259	1.894764423	-57.71841812	2.126458457e-002
5548	-89.00376892	2.155890226	-59.06158829	4.895185157e-003
5549	-23.64920807	4.504944801	-138.1400909	5.613016128e-003
5550	137.1811981	4.533563137	-30.39041328	4.532414096e-002
5551	139.4402618	4.50357151	-13.91302109	4.939594874e-002
5552	108.7430115	4.468423843	87.68660736	1.992508805e-002
5553	89.28738403	4.243676662	103.7021942	1.376288128e-002
5554	47.05818939	4.136062622	127.0227737	8.252903172e-003
5555	23.69968605	3.922242165	130.5307312	7.337909665e-003
5556	-60.87047577	4.602849483	127.5925217	4.822662504e-003
5557	-44.24431229	4.474863529	-132.5858002	5.157286523e-003
5558	121.6991653	3.204072475	16.50771904	4.063478264e-002
5559	122.6112442	3.208021879	-7.969622135	4.180119504e-002
5560	67.65200043	3.926381826	114.1825714	1.058384987e-002
5561	-48.18620682	2.652899742	-104.0660934	5.722929473e-003
5562	-31.39406776	3.41364336	121.7867966	6.080224011e-003
5563	-108.2945709	2.507242203	-30.22424126	4.573585102e-003
5564	-82.90436554	1.798731446	57.31650162	4.884569535e-003
5565	-105.4815369	2.203196526	-21.19829178	4.61426589e-003
5566	-105.6916351	2.094000101	4.725740433	4.597483894e-003
5567	-99.1375885	2.411059141	-49.758358	4.735036327e-003
5568	-1.879068851	4.923849106	-145.2805786	5.762714409e-003
5569	113.9490051	2.692941904	-17.53880882	3.709843804e-002
5570	80.69598389	2.661843061	-81.6771698	1.689727651e-002
5571	40.98402405	2.513054132	-104.794548	1.011235781e-002
5572	53.05046463	3.56877327	116.3911438	9.596104974e-003
5573	-35.80686951	2.11626339	-99.94469452	6.155268238e-003
5574	-73.95909119	2.202438593	-78.12245941	5.162416983e-003
5575	-18.77686501	3.101247787	119.8761139	6.621425655e-003
5576	-98.97892761	1.754859686	14.41327667	4.631782758e-003
5577	-93.14239502	1.544388294	24.32054901	4.63235574e-003
5578	104.4666443	2.222092152	-26.99369812	3.205601024e-002
5579	28.28071213	2.034258842	-100.9152985	9.48858451e-003
5580	38.8229866	2.868583202	111.3565369	9.367890016e-003
